id,customer,billboard,email,coupon,distance
2156,1,60.16,2,1,1.38
2157,1,60.16,2,1,1.38
2158,1,60.16,2,1,1.38
2159,1,60.16,2,1,1.38
2160,1,60.16,2,1,1.38
2161,1,60.16,2,1,1.38
2162,1,60.16,2,1,1.38
2163,1,60.16,2,1,1.38
2164,1,60.16,2,1,1.38
2165,1,60.16,2,1,1.38
2166,1,60.16,2,1,1.38
2167,1,60.16,2,1,1.38
2168,1,60.16,2,1,1.38
2169,1,60.16,2,1,1.38
2170,1,60.16,2,1,1.38
2171,1,60.16,2,1,1.38
2172,1,60.16,2,1,1.38
2173,1,60.16,2,1,1.38
2174,1,60.16,2,1,1.38
2175,1,60.16,2,1,1.38
2176,1,60.16,2,1,1.38
2177,1,60.16,2,1,1.38
2178,1,60.16,2,1,1.38
2179,1,60.16,2,1,1.38
2180,0,58.19,2,0,2.26
2181,0,58.19,2,0,2.26
2182,0,58.19,2,0,2.26
2183,0,58.19,2,0,2.26
2184,0,58.19,2,0,2.26
2185,0,58.19,2,0,2.26
2186,0,58.19,2,0,2.26
2187,0,58.19,2,0,2.26
2188,0,58.19,2,0,2.26
2189,0,58.19,2,0,2.26
2190,0,58.19,2,0,2.26
2191,0,58.19,2,0,2.26
2192,0,58.19,2,0,2.26
2193,0,58.19,2,0,2.26
2194,0,58.19,2,0,2.26
2195,0,58.19,2,0,2.26
2196,0,58.19,2,0,2.26
2197,0,58.19,2,0,2.26
2198,0,58.19,2,0,2.26
2199,0,58.19,2,0,2.26
2200,0,58.19,2,0,2.26
2201,0,58.19,2,0,2.26
2202,0,58.19,2,0,2.26
2203,0,58.19,2,0,2.26
2204,0,58.19,2,0,2.26
2205,0,58.19,2,0,2.26
2206,0,58.19,2,0,2.26
2207,0,58.19,2,0,2.26
2208,0,58.19,2,0,2.26
2209,0,58.19,2,0,2.26
2210,0,58.19,2,0,2.26
2211,0,58.19,2,0,2.26
2212,0,58.19,2,0,2.26
2213,0,58.19,2,0,2.26
2214,0,58.19,2,0,2.26
2215,0,58.19,2,0,2.26
2216,0,58.19,2,0,2.26
2217,0,58.19,2,0,2.26
2218,0,58.19,2,0,2.26
2219,0,58.19,2,0,2.26
2220,0,58.19,2,0,2.26
2221,0,58.19,2,0,2.26
2222,0,58.19,2,0,2.26
2223,0,58.19,2,0,2.26
2224,0,58.19,2,0,2.26
2225,0,58.19,2,0,2.26
2226,0,58.19,2,0,2.26
2227,0,58.19,2,0,2.26
2228,0,58.19,2,0,2.26
2229,0,58.19,2,0,2.26
2230,0,58.19,2,0,2.26
2231,0,58.19,2,0,2.26
2232,0,58.19,2,0,2.26
2233,0,58.19,2,0,2.26
2234,0,58.19,2,0,2.26
2235,0,58.19,2,0,2.26
2236,0,58.19,2,0,2.26
2237,0,58.19,2,0,2.26
2238,0,58.19,2,0,2.26
2239,0,58.19,2,0,2.26
2240,0,58.19,2,0,2.26
2241,0,58.19,2,0,2.26
2242,0,58.19,2,0,2.26
2243,0,58.19,2,0,2.26
2244,0,58.19,2,0,2.26
2245,0,58.19,2,0,2.26
2246,0,58.19,2,0,2.26
2247,0,58.19,2,0,2.26
2248,0,58.19,2,0,2.26
2249,0,58.19,2,0,2.26
2250,0,58.19,2,0,2.26
2251,0,58.19,2,0,2.26
2252,0,58.19,2,0,2.26
2253,0,58.19,2,0,2.26
2254,0,58.19,2,0,2.26
2255,0,58.19,2,0,2.26
2256,0,58.19,2,0,2.26
2257,0,58.19,2,0,2.26
2258,0,58.19,2,0,2.26
2259,0,58.19,2,0,2.26
2260,0,58.19,2,0,2.26
2261,0,58.19,2,0,2.26
2262,0,58.19,2,0,2.26
2263,0,58.19,2,0,2.26
2264,0,58.19,2,0,2.26
2265,0,58.19,2,0,2.26
2266,0,58.19,2,0,2.26
2267,0,58.19,2,0,2.26
2268,0,58.19,2,0,2.26
2269,0,58.19,2,0,2.26
2270,0,58.19,2,0,2.26
2271,0,58.19,2,0,2.26
2272,0,58.19,2,0,2.26
2273,0,58.19,2,0,2.26
2274,0,58.19,2,0,2.26
2275,0,58.19,2,0,2.26
2276,0,58.19,2,0,2.26
2277,0,58.19,2,0,2.26
2278,0,58.19,2,0,2.26
2279,0,48.9,1,1,2.21
2280,0,48.9,1,1,2.21
2281,0,48.9,1,1,2.21
2282,0,48.9,1,1,2.21
2283,0,48.9,1,1,2.21
2284,0,48.9,1,1,2.21
2285,0,48.9,1,1,2.21
2286,0,48.9,1,1,2.21
2287,0,48.9,1,1,2.21
2288,0,48.9,1,1,2.21
2289,0,48.9,1,1,2.21
2290,0,48.9,1,1,2.21
2291,0,48.9,1,1,2.21
2292,0,48.9,1,1,2.21
2293,0,48.9,1,1,2.21
2294,0,48.9,1,1,2.21
2295,0,48.9,1,1,2.21
2296,0,48.9,1,1,2.21
2297,0,48.9,1,1,2.21
2298,0,48.9,1,1,2.21
2299,0,48.9,1,1,2.21
2300,0,48.9,1,1,2.21
2301,0,48.9,1,1,2.21
2302,0,48.9,1,1,2.21
2303,0,48.9,1,1,2.21
2304,0,48.9,1,1,2.21
2305,0,48.9,1,1,2.21
2306,0,48.9,1,1,2.21
2307,0,48.9,1,1,2.21
2308,0,48.9,1,1,2.21
2309,0,48.9,1,1,2.21
2310,0,48.9,1,1,2.21
2311,0,48.9,1,1,2.21
2312,0,48.9,1,1,2.21
2313,0,48.9,1,1,2.21
2314,0,48.9,1,1,2.21
2315,0,48.9,1,1,2.21
2316,0,48.9,1,1,2.21
2317,0,48.9,1,1,2.21
2318,0,48.9,1,1,2.21
2319,0,48.9,1,1,2.21
2320,0,48.9,1,1,2.21
2321,0,48.9,1,1,2.21
2322,0,48.9,1,1,2.21
2323,0,48.9,1,1,2.21
2324,0,48.9,1,1,2.21
2325,0,48.9,1,1,2.21
2326,0,48.9,1,1,2.21
2327,0,48.9,1,1,2.21
2328,0,48.9,1,1,2.21
2329,0,48.9,1,1,2.21
2330,0,48.9,1,1,2.21
2331,0,48.9,1,1,2.21
2332,0,48.9,1,1,2.21
2333,0,48.9,1,1,2.21
2334,0,48.9,1,1,2.21
2335,0,48.9,1,1,2.21
2336,0,48.9,1,1,2.21
2337,0,48.9,1,1,2.21
2338,0,48.9,1,1,2.21
2339,0,48.9,1,1,2.21
2340,0,48.9,1,1,2.21
2341,0,48.9,1,1,2.21
2342,0,48.9,1,1,2.21
2343,0,48.9,1,1,2.21
2344,0,48.9,1,1,2.21
2345,0,48.9,1,1,2.21
2346,0,48.9,1,1,2.21
2347,0,48.9,1,1,2.21
2348,0,48.9,1,1,2.21
2349,0,48.9,1,1,2.21
2350,0,48.9,1,1,2.21
2351,0,48.9,1,1,2.21
2352,0,48.9,1,1,2.21
2353,0,48.9,1,1,2.21
2354,0,48.9,1,1,2.21
2355,0,48.9,1,1,2.21
2356,0,48.9,1,1,2.21
2357,0,48.9,1,1,2.21
2358,0,48.9,1,1,2.21
2359,0,48.9,1,1,2.21
2360,0,48.9,1,1,2.21
2361,0,48.9,1,1,2.21
2362,0,48.9,1,1,2.21
2363,0,48.9,1,1,2.21
2364,0,48.9,1,1,2.21
2365,0,48.9,1,1,2.21
2366,0,48.9,1,1,2.21
2367,0,48.9,1,1,2.21
2368,0,48.9,1,1,2.21
2369,0,48.9,1,1,2.21
2370,0,48.9,1,1,2.21
2371,0,48.9,1,1,2.21
2372,0,48.9,1,1,2.21
2373,0,48.9,1,1,2.21
2374,0,48.9,1,1,2.21
2375,0,48.9,1,1,2.21
2376,0,48.9,1,1,2.21
2377,0,48.9,1,1,2.21
2378,0,58.06,0,0,2.33
2379,0,58.06,0,0,2.33
2380,0,58.06,0,0,2.33
2381,0,58.06,0,0,2.33
2382,0,58.06,0,0,2.33
2383,0,58.06,0,0,2.33
2384,0,58.06,0,0,2.33
2385,0,58.06,0,0,2.33
2386,0,58.06,0,0,2.33
2387,0,58.06,0,0,2.33
2388,0,58.06,0,0,2.33
2389,0,58.06,0,0,2.33
2390,0,58.06,0,0,2.33
2391,0,58.06,0,0,2.33
2392,0,58.06,0,0,2.33
2393,0,58.06,0,0,2.33
2394,0,58.06,0,0,2.33
2395,0,58.06,0,0,2.33
2396,0,58.06,0,0,2.33
2397,0,58.06,0,0,2.33
2398,0,58.06,0,0,2.33
2399,0,58.06,0,0,2.33
2400,0,58.06,0,0,2.33
2401,0,58.06,0,0,2.33
2402,0,58.06,0,0,2.33
2403,0,58.06,0,0,2.33
2404,0,58.06,0,0,2.33
2405,0,58.06,0,0,2.33
2406,0,58.06,0,0,2.33
2407,0,58.06,0,0,2.33
2408,0,58.06,0,0,2.33
2409,0,58.06,0,0,2.33
2410,0,58.06,0,0,2.33
2411,0,58.06,0,0,2.33
2412,0,58.06,0,0,2.33
2413,0,58.06,0,0,2.33
2414,0,58.06,0,0,2.33
2415,0,58.06,0,0,2.33
2416,0,58.06,0,0,2.33
2417,0,58.06,0,0,2.33
2418,0,58.06,0,0,2.33
2419,0,58.06,0,0,2.33
2420,0,58.06,0,0,2.33
2421,0,58.06,0,0,2.33
2422,0,58.06,0,0,2.33
2423,0,58.06,0,0,2.33
2424,0,58.06,0,0,2.33
2425,0,58.06,0,0,2.33
2426,0,58.06,0,0,2.33
2427,0,58.06,0,0,2.33
2428,0,58.06,0,0,2.33
2429,0,58.06,0,0,2.33
2430,0,58.06,0,0,2.33
2431,0,58.06,0,0,2.33
2432,0,58.06,0,0,2.33
2433,0,58.06,0,0,2.33
2434,0,58.06,0,0,2.33
2435,0,58.06,0,0,2.33
2436,0,58.06,0,0,2.33
2437,0,58.06,0,0,2.33
2438,0,58.06,0,0,2.33
2439,0,58.06,0,0,2.33
2440,0,58.06,0,0,2.33
2441,0,58.06,0,0,2.33
2442,0,58.06,0,0,2.33
2443,0,58.06,0,0,2.33
2444,0,58.06,0,0,2.33
2445,0,58.06,0,0,2.33
2446,0,58.06,0,0,2.33
2447,0,58.06,0,0,2.33
2448,0,58.06,0,0,2.33
2449,0,58.06,0,0,2.33
2450,0,58.06,0,0,2.33
2451,0,58.06,0,0,2.33
2452,0,58.06,0,0,2.33
2453,0,58.06,0,0,2.33
2454,0,58.06,0,0,2.33
2455,0,58.06,0,0,2.33
2456,0,58.06,0,0,2.33
2457,0,58.06,0,0,2.33
2458,0,58.06,0,0,2.33
2459,0,58.06,0,0,2.33
2460,0,58.06,0,0,2.33
2461,0,58.06,0,0,2.33
2462,0,58.06,0,0,2.33
2463,0,58.06,0,0,2.33
2464,0,58.06,0,0,2.33
2465,0,58.06,0,0,2.33
2466,0,58.06,0,0,2.33
2467,0,58.06,0,0,2.33
2468,0,58.06,0,0,2.33
2469,0,58.06,0,0,2.33
2470,0,58.06,0,0,2.33
2471,0,58.06,0,0,2.33
2472,0,58.06,0,0,2.33
2473,0,58.06,0,0,2.33
2474,0,58.06,0,0,2.33
2475,0,58.06,0,0,2.33
2476,0,58.06,0,0,2.33
2477,1,36.83,1,1,1.66
2478,1,36.83,1,1,1.66
2479,1,36.83,1,1,1.66
2480,1,36.83,1,1,1.66
2481,1,36.83,1,1,1.66
2482,1,36.83,1,1,1.66
2483,1,36.83,1,1,1.66
2484,1,36.83,1,1,1.66
2485,1,36.83,1,1,1.66
2486,1,36.83,1,1,1.66
2487,1,36.83,1,1,1.66
2488,1,36.83,1,1,1.66
2489,1,36.83,1,1,1.66
2490,1,36.83,1,1,1.66
2491,1,36.83,1,1,1.66
2492,1,36.83,1,1,1.66
2493,1,36.83,1,1,1.66
2494,1,36.83,1,1,1.66
2495,1,36.83,1,1,1.66
2496,1,36.83,1,1,1.66
2497,1,36.83,1,1,1.66
2498,1,36.83,1,1,1.66
2499,1,36.83,1,1,1.66
2500,1,36.83,1,1,1.66
2501,1,36.83,1,1,1.66
2502,1,36.83,1,1,1.66
2503,1,36.83,1,1,1.66
2504,1,36.83,1,1,1.66
2505,1,36.83,1,1,1.66
2506,1,36.83,1,1,1.66
2507,1,36.83,1,1,1.66
2508,1,36.83,1,1,1.66
2509,1,36.83,1,1,1.66
2510,1,36.83,1,1,1.66
2511,1,36.83,1,1,1.66
2512,1,36.83,1,1,1.66
2513,1,36.83,1,1,1.66
2514,1,36.83,1,1,1.66
2515,1,36.83,1,1,1.66
2516,1,36.83,1,1,1.66
2517,1,36.83,1,1,1.66
2518,1,36.83,1,1,1.66
2519,1,36.83,1,1,1.66
2520,1,36.83,1,1,1.66
2521,1,36.83,1,1,1.66
2522,1,36.83,1,1,1.66
2523,1,36.83,1,1,1.66
2524,1,36.83,1,1,1.66
2525,1,36.83,1,1,1.66
2526,1,36.83,1,1,1.66
2527,1,36.83,1,1,1.66
2528,1,36.83,1,1,1.66
2529,1,36.83,1,1,1.66
2530,1,36.83,1,1,1.66
2531,1,36.83,1,1,1.66
2532,1,36.83,1,1,1.66
2533,1,36.83,1,1,1.66
2534,1,36.83,1,1,1.66
2535,1,36.83,1,1,1.66
2536,1,36.83,1,1,1.66
2537,1,36.83,1,1,1.66
2538,1,36.83,1,1,1.66
2539,1,36.83,1,1,1.66
2540,1,36.83,1,1,1.66
2541,1,36.83,1,1,1.66
2542,1,36.83,1,1,1.66
2543,1,36.83,1,1,1.66
2544,1,36.83,1,1,1.66
2545,1,36.83,1,1,1.66
2546,1,36.83,1,1,1.66
2547,1,36.83,1,1,1.66
2548,1,36.83,1,1,1.66
2549,1,36.83,1,1,1.66
2550,1,36.83,1,1,1.66
2551,1,36.83,1,1,1.66
2552,1,36.83,1,1,1.66
2553,1,36.83,1,1,1.66
2554,1,36.83,1,1,1.66
2555,1,36.83,1,1,1.66
2556,1,36.83,1,1,1.66
2557,1,36.83,1,1,1.66
2558,1,36.83,1,1,1.66
2559,1,36.83,1,1,1.66
2560,1,36.83,1,1,1.66
2561,1,36.83,1,1,1.66
2562,1,36.83,1,1,1.66
2563,1,36.83,1,1,1.66
2564,1,36.83,1,1,1.66
2565,1,36.83,1,1,1.66
2566,1,36.83,1,1,1.66
2567,1,36.83,1,1,1.66
2568,1,36.83,1,1,1.66
2569,1,36.83,1,1,1.66
2570,1,36.83,1,1,1.66
2571,1,36.83,1,1,1.66
2572,1,36.83,1,1,1.66
2573,1,36.83,1,1,1.66
2574,1,36.83,1,1,1.66
2575,1,36.83,1,1,1.66
2576,0,54.11,2,0,2.16
2577,0,54.11,2,0,2.16
2578,0,54.11,2,0,2.16
2579,0,54.11,2,0,2.16
2580,0,54.11,2,0,2.16
2581,0,54.11,2,0,2.16
2582,0,54.11,2,0,2.16
2583,0,54.11,2,0,2.16
2584,0,54.11,2,0,2.16
2585,0,54.11,2,0,2.16
2586,0,54.11,2,0,2.16
2587,0,54.11,2,0,2.16
2588,0,54.11,2,0,2.16
2589,0,54.11,2,0,2.16
2590,0,54.11,2,0,2.16
2591,0,54.11,2,0,2.16
2592,0,54.11,2,0,2.16
2593,0,54.11,2,0,2.16
2594,0,54.11,2,0,2.16
2595,0,54.11,2,0,2.16
2596,0,54.11,2,0,2.16
2597,0,54.11,2,0,2.16
2598,0,54.11,2,0,2.16
2599,0,54.11,2,0,2.16
2600,0,54.11,2,0,2.16
2601,0,54.11,2,0,2.16
2602,0,54.11,2,0,2.16
2603,0,54.11,2,0,2.16
2604,0,54.11,2,0,2.16
2605,0,54.11,2,0,2.16
2606,0,54.11,2,0,2.16
2607,0,54.11,2,0,2.16
2608,0,54.11,2,0,2.16
2609,0,54.11,2,0,2.16
2610,0,54.11,2,0,2.16
2611,0,54.11,2,0,2.16
2612,0,54.11,2,0,2.16
2613,0,54.11,2,0,2.16
2614,0,54.11,2,0,2.16
2615,0,54.11,2,0,2.16
2616,0,54.11,2,0,2.16
2617,0,54.11,2,0,2.16
2618,0,54.11,2,0,2.16
2619,0,54.11,2,0,2.16
2620,0,54.11,2,0,2.16
2621,0,54.11,2,0,2.16
2622,0,54.11,2,0,2.16
2623,0,54.11,2,0,2.16
2624,0,54.11,2,0,2.16
2625,0,54.11,2,0,2.16
2626,0,54.11,2,0,2.16
2627,0,54.11,2,0,2.16
2628,0,54.11,2,0,2.16
2629,0,54.11,2,0,2.16
2630,0,54.11,2,0,2.16
2631,0,54.11,2,0,2.16
2632,0,54.11,2,0,2.16
2633,0,54.11,2,0,2.16
2634,0,54.11,2,0,2.16
2635,0,54.11,2,0,2.16
2636,0,54.11,2,0,2.16
2637,0,54.11,2,0,2.16
2638,0,54.11,2,0,2.16
2639,0,54.11,2,0,2.16
2640,0,54.11,2,0,2.16
2641,0,54.11,2,0,2.16
2642,0,54.11,2,0,2.16
2643,0,54.11,2,0,2.16
2644,0,54.11,2,0,2.16
2645,0,54.11,2,0,2.16
2646,0,54.11,2,0,2.16
2647,0,54.11,2,0,2.16
2648,0,54.11,2,0,2.16
2649,0,54.11,2,0,2.16
2650,0,54.11,2,0,2.16
2651,0,54.11,2,0,2.16
2652,0,54.11,2,0,2.16
2653,0,54.11,2,0,2.16
2654,0,54.11,2,0,2.16
2655,0,54.11,2,0,2.16
2656,0,54.11,2,0,2.16
2657,0,54.11,2,0,2.16
2658,0,54.11,2,0,2.16
2659,0,54.11,2,0,2.16
2660,0,54.11,2,0,2.16
2661,0,54.11,2,0,2.16
2662,0,54.11,2,0,2.16
2663,0,54.11,2,0,2.16
2664,0,54.11,2,0,2.16
2665,0,54.11,2,0,2.16
2666,0,54.11,2,0,2.16
2667,0,54.11,2,0,2.16
2668,0,54.11,2,0,2.16
2669,0,54.11,2,0,2.16
2670,0,54.11,2,0,2.16
2671,0,54.11,2,0,2.16
2672,0,54.11,2,0,2.16
2673,0,54.11,2,0,2.16
2674,0,54.11,2,0,2.16
2675,1,61.49,2,1,1.88
2676,1,61.49,2,1,1.88
2677,1,61.49,2,1,1.88
2678,1,61.49,2,1,1.88
2679,1,61.49,2,1,1.88
2680,1,61.49,2,1,1.88
2681,1,61.49,2,1,1.88
2682,1,61.49,2,1,1.88
2683,1,61.49,2,1,1.88
2684,1,61.49,2,1,1.88
2685,1,61.49,2,1,1.88
2686,1,61.49,2,1,1.88
2687,1,61.49,2,1,1.88
2688,1,61.49,2,1,1.88
2689,1,61.49,2,1,1.88
2690,1,61.49,2,1,1.88
2691,1,61.49,2,1,1.88
2692,1,61.49,2,1,1.88
2693,1,61.49,2,1,1.88
2694,1,61.49,2,1,1.88
2695,1,61.49,2,1,1.88
2696,1,61.49,2,1,1.88
2697,1,61.49,2,1,1.88
2698,1,61.49,2,1,1.88
2699,1,61.49,2,1,1.88
2700,1,61.49,2,1,1.88
2701,1,61.49,2,1,1.88
2702,1,61.49,2,1,1.88
2703,1,61.49,2,1,1.88
2704,1,61.49,2,1,1.88
2705,1,61.49,2,1,1.88
2706,1,61.49,2,1,1.88
2707,1,61.49,2,1,1.88
2708,1,61.49,2,1,1.88
2709,1,61.49,2,1,1.88
2710,1,61.49,2,1,1.88
2711,1,61.49,2,1,1.88
2712,1,61.49,2,1,1.88
2713,1,61.49,2,1,1.88
2714,1,61.49,2,1,1.88
2715,1,61.49,2,1,1.88
2716,1,61.49,2,1,1.88
2717,1,61.49,2,1,1.88
2718,1,61.49,2,1,1.88
2719,1,61.49,2,1,1.88
2720,1,61.49,2,1,1.88
2721,1,61.49,2,1,1.88
2722,1,61.49,2,1,1.88
2723,1,61.49,2,1,1.88
2724,1,61.49,2,1,1.88
2725,1,61.49,2,1,1.88
2726,1,61.49,2,1,1.88
2727,1,61.49,2,1,1.88
2728,1,61.49,2,1,1.88
2729,1,61.49,2,1,1.88
2730,1,61.49,2,1,1.88
2731,1,61.49,2,1,1.88
2732,1,61.49,2,1,1.88
2733,1,61.49,2,1,1.88
2734,1,61.49,2,1,1.88
2735,1,61.49,2,1,1.88
2736,1,61.49,2,1,1.88
2737,1,61.49,2,1,1.88
2738,1,61.49,2,1,1.88
2739,1,61.49,2,1,1.88
2740,1,61.49,2,1,1.88
2741,1,61.49,2,1,1.88
2742,1,61.49,2,1,1.88
2743,1,61.49,2,1,1.88
2744,1,61.49,2,1,1.88
2745,1,61.49,2,1,1.88
2746,1,61.49,2,1,1.88
2747,1,61.49,2,1,1.88
2748,1,61.49,2,1,1.88
2749,1,61.49,2,1,1.88
2750,1,61.49,2,1,1.88
2751,1,61.49,2,1,1.88
2752,1,61.49,2,1,1.88
2753,1,61.49,2,1,1.88
2754,1,61.49,2,1,1.88
2755,1,61.49,2,1,1.88
2756,1,61.49,2,1,1.88
2757,1,61.49,2,1,1.88
2758,1,61.49,2,1,1.88
2759,1,61.49,2,1,1.88
2760,1,61.49,2,1,1.88
2761,1,61.49,2,1,1.88
2762,1,61.49,2,1,1.88
2763,1,61.49,2,1,1.88
2764,1,61.49,2,1,1.88
2765,1,61.49,2,1,1.88
2766,1,61.49,2,1,1.88
2767,1,61.49,2,1,1.88
2768,1,61.49,2,1,1.88
2769,1,61.49,2,1,1.88
2770,1,61.49,2,1,1.88
2771,1,61.49,2,1,1.88
2772,1,61.49,2,1,1.88
2773,1,61.49,2,1,1.88
2774,0,58.12,2,1,2.27
2775,0,58.12,2,1,2.27
2776,0,58.12,2,1,2.27
2777,0,58.12,2,1,2.27
2778,0,58.12,2,1,2.27
2779,0,58.12,2,1,2.27
2780,0,58.12,2,1,2.27
2781,0,58.12,2,1,2.27
2782,0,58.12,2,1,2.27
2783,0,58.12,2,1,2.27
2784,0,58.12,2,1,2.27
2785,0,58.12,2,1,2.27
2786,0,58.12,2,1,2.27
2787,0,58.12,2,1,2.27
2788,0,58.12,2,1,2.27
2789,0,58.12,2,1,2.27
2790,0,58.12,2,1,2.27
2791,0,58.12,2,1,2.27
2792,0,58.12,2,1,2.27
2793,0,58.12,2,1,2.27
2794,0,58.12,2,1,2.27
2795,0,58.12,2,1,2.27
2796,0,58.12,2,1,2.27
2797,0,58.12,2,1,2.27
2798,0,58.12,2,1,2.27
2799,0,58.12,2,1,2.27
2800,0,58.12,2,1,2.27
2801,0,58.12,2,1,2.27
2802,0,58.12,2,1,2.27
2803,0,58.12,2,1,2.27
2804,0,58.12,2,1,2.27
2805,0,58.12,2,1,2.27
2806,0,58.12,2,1,2.27
2807,0,58.12,2,1,2.27
2808,0,58.12,2,1,2.27
2809,0,58.12,2,1,2.27
2810,0,58.12,2,1,2.27
2811,0,58.12,2,1,2.27
2812,0,58.12,2,1,2.27
2813,0,58.12,2,1,2.27
2814,0,58.12,2,1,2.27
2815,0,58.12,2,1,2.27
2816,0,58.12,2,1,2.27
2817,0,58.12,2,1,2.27
2818,0,58.12,2,1,2.27
2819,0,58.12,2,1,2.27
2820,0,58.12,2,1,2.27
2821,0,58.12,2,1,2.27
2822,0,58.12,2,1,2.27
2823,0,58.12,2,1,2.27
2824,0,58.12,2,1,2.27
2825,0,58.12,2,1,2.27
2826,0,58.12,2,1,2.27
2827,0,58.12,2,1,2.27
2828,0,58.12,2,1,2.27
2829,0,58.12,2,1,2.27
2830,0,58.12,2,1,2.27
2831,0,58.12,2,1,2.27
2832,0,58.12,2,1,2.27
2833,0,58.12,2,1,2.27
2834,0,58.12,2,1,2.27
2835,0,58.12,2,1,2.27
2836,0,58.12,2,1,2.27
2837,0,58.12,2,1,2.27
2838,0,58.12,2,1,2.27
2839,0,58.12,2,1,2.27
2840,0,58.12,2,1,2.27
2841,0,58.12,2,1,2.27
2842,0,58.12,2,1,2.27
2843,0,58.12,2,1,2.27
2844,0,58.12,2,1,2.27
2845,0,58.12,2,1,2.27
2846,0,58.12,2,1,2.27
2847,0,58.12,2,1,2.27
2848,0,58.12,2,1,2.27
2849,0,58.12,2,1,2.27
2850,0,58.12,2,1,2.27
2851,0,58.12,2,1,2.27
2852,0,58.12,2,1,2.27
2853,0,58.12,2,1,2.27
2854,0,58.12,2,1,2.27
2855,0,58.12,2,1,2.27
2856,0,58.12,2,1,2.27
2857,0,58.12,2,1,2.27
2858,0,58.12,2,1,2.27
2859,0,58.12,2,1,2.27
2860,0,58.12,2,1,2.27
2861,0,58.12,2,1,2.27
2862,0,58.12,2,1,2.27
2863,0,58.12,2,1,2.27
2864,0,58.12,2,1,2.27
2865,0,58.12,2,1,2.27
2866,0,58.12,2,1,2.27
2867,0,58.12,2,1,2.27
2868,0,58.12,2,1,2.27
2869,0,58.12,2,1,2.27
2870,0,58.12,2,1,2.27
2871,0,58.12,2,1,2.27
2872,0,58.12,2,1,2.27
2873,0,56.05,0,0,2.09
2874,0,56.05,0,0,2.09
2875,0,56.05,0,0,2.09
2876,0,56.05,0,0,2.09
2877,0,56.05,0,0,2.09
2878,0,56.05,0,0,2.09
2879,0,56.05,0,0,2.09
2880,0,56.05,0,0,2.09
2881,0,56.05,0,0,2.09
2882,0,56.05,0,0,2.09
2883,0,56.05,0,0,2.09
2884,0,56.05,0,0,2.09
2885,0,56.05,0,0,2.09
2886,0,56.05,0,0,2.09
2887,0,56.05,0,0,2.09
2888,0,56.05,0,0,2.09
2889,0,56.05,0,0,2.09
2890,0,56.05,0,0,2.09
2891,0,56.05,0,0,2.09
2892,0,56.05,0,0,2.09
2893,0,56.05,0,0,2.09
2894,0,56.05,0,0,2.09
2895,0,56.05,0,0,2.09
2896,0,56.05,0,0,2.09
2897,0,56.05,0,0,2.09
2898,0,56.05,0,0,2.09
2899,0,56.05,0,0,2.09
2900,0,56.05,0,0,2.09
2901,0,56.05,0,0,2.09
2902,0,56.05,0,0,2.09
2903,0,56.05,0,0,2.09
2904,0,56.05,0,0,2.09
2905,0,56.05,0,0,2.09
2906,0,56.05,0,0,2.09
2907,0,56.05,0,0,2.09
2908,0,56.05,0,0,2.09
2909,0,56.05,0,0,2.09
2910,0,56.05,0,0,2.09
2911,0,56.05,0,0,2.09
2912,0,56.05,0,0,2.09
2913,0,56.05,0,0,2.09
2914,0,56.05,0,0,2.09
2915,0,56.05,0,0,2.09
2916,0,56.05,0,0,2.09
2917,0,56.05,0,0,2.09
2918,0,56.05,0,0,2.09
2919,0,56.05,0,0,2.09
2920,0,56.05,0,0,2.09
2921,0,56.05,0,0,2.09
2922,0,56.05,0,0,2.09
2923,0,56.05,0,0,2.09
2924,0,56.05,0,0,2.09
2925,0,56.05,0,0,2.09
2926,0,56.05,0,0,2.09
2927,0,56.05,0,0,2.09
2928,0,56.05,0,0,2.09
2929,0,56.05,0,0,2.09
2930,0,56.05,0,0,2.09
2931,0,56.05,0,0,2.09
2932,0,56.05,0,0,2.09
2933,0,56.05,0,0,2.09
2934,0,56.05,0,0,2.09
2935,0,56.05,0,0,2.09
2936,0,56.05,0,0,2.09
2937,0,56.05,0,0,2.09
2938,0,56.05,0,0,2.09
2939,0,56.05,0,0,2.09
2940,0,56.05,0,0,2.09
2941,0,56.05,0,0,2.09
2942,0,56.05,0,0,2.09
2943,0,56.05,0,0,2.09
2944,0,56.05,0,0,2.09
2945,0,56.05,0,0,2.09
2946,0,56.05,0,0,2.09
2947,0,56.05,0,0,2.09
2948,0,56.05,0,0,2.09
2949,0,56.05,0,0,2.09
2950,0,56.05,0,0,2.09
2951,0,56.05,0,0,2.09
2952,0,56.05,0,0,2.09
2953,0,56.05,0,0,2.09
2954,0,56.05,0,0,2.09
2955,0,56.05,0,0,2.09
2956,0,56.05,0,0,2.09
2957,0,56.05,0,0,2.09
2958,0,56.05,0,0,2.09
2959,0,56.05,0,0,2.09
2960,0,56.05,0,0,2.09
2961,0,56.05,0,0,2.09
2962,0,56.05,0,0,2.09
2963,0,56.05,0,0,2.09
2964,0,56.05,0,0,2.09
2965,0,56.05,0,0,2.09
2966,0,56.05,0,0,2.09
2967,0,56.05,0,0,2.09
2968,0,56.05,0,0,2.09
2969,0,56.05,0,0,2.09
2970,0,56.05,0,0,2.09
2971,0,56.05,0,0,2.09
2972,1,54.68,1,1,1.65
2973,1,54.68,1,1,1.65
2974,1,54.68,1,1,1.65
2975,1,54.68,1,1,1.65
2976,1,54.68,1,1,1.65
2977,1,54.68,1,1,1.65
